UserName;Embedded_text;Likes;ID
@ShariBell;"Excellent story by 
@CODanSchwartz
 on the role TV weathercasters play in keeping us informed and safe when it comes to the risks and impacts of climate change. #ClimateMatters 
@ClimateCentral
Quote Tweet
Dan Schwartz
@CODanSchwartz
 · Feb 22
My first feature in @TheAtlantic is out today! What's it about? Some third of American adults don't worry much about climate change---that's about 77 million people  folks---but their local meteorologist can probably make them care. 

https://theatlantic.com/science/archive/2022/02/weatherman-climate-change/621630/…
Show this thread
2
2
6";2;post_1652
@hennyonmylips;"Replying to 
@phylwx
 @NCrosshair
 and 3 others
we’re literally living during one of the biggest mass extinctions in earths history & mfs still deny climate change
2
3
227";3;post_1653
@tariqahmadbt;"An important catch-up 
@UN
 with friends from  to discuss our #Commonwealth and tackling climate change together.
 
The UK is supporting Small Islands Developing States  to enhance their financial resilience to the impacts of climate change.
4
11";4;post_1654
@PaulEDawson;"If you found this thread valuable:

1. Toss me a follow for more threads on climate change.

2. And sign up for my monthly newsletter on climate solutions.
Climate Solutions
Newsletter
·
2 288 Subscribers
Climate change is a big problem  and there is no one single solution. However  the good news is that there are many solutions that  if combined  could solve climate change. Each edition of this...
1
1
16";1;post_1655
@pareetjshah;"Replying to 
@DownerSanderson
 @HFLabour
 and 
@JoannaBiddolph
3000 people out of a population of around 183000...that's not even 2% of the borough's population. 

Serious question though  what's your solution to tackle congestion  road danger  air pollution and climate change?
3
4
21";4;post_1656
@rockinfabblue;"Replying to 
@mirza_sqb
 @OT3_Mix
 and 3 others
Where are they gonna put the drink they already took a couple sips out of during a pandemic? Give it to a stranger?

Also  one person throwing their plastic cup away with a drink in it isn't furthering climate change  it's corporations letting oil leak into bodies of water.
3
1
24";1;post_1657
@ER1CH;"Replying to 
@ER1CH
 and 
@RileyPhotoLDN
Saying many “medical professionals are concerned about this” is just muddying the waters  like climate change denialism does when it says “many scientists don’t believe that global warming is caused by human activity.”
26";;post_1658
@AGavrielatos;"""
@JaneCaro
 speaks passionately about the need for action on climate change  public education and health funding  and gender equality.""
smh.com.au
‘We’re heading in precisely the wrong direction’: Jane Caro chases Senate spot
The feminist commentator  author and former advertising guru will run for the Reason Party in the upcoming federal election.
1
8
16";8;post_1659
@cf75;"Thanks to 
@BenjiBacker
 and 
@vanderbiltlaw
 Professor and #environmental governance expert 
@michaelvandenb6
 on a highly relatable  solution-oriented convo on #climate change. Love the shout out to 
@WalmartInc
 Project Gigaton as model for success. Watch:
youtube.com
Climate Change and Sustainability
Professor Michael Vandenbergh  David Daniels Allen Distinguished Chair in Law  director of the Climate Change Research Network and co-director of the Energy ...
3
9";3;post_1660
@karinkirk_mt;"Replying to 
@GovGianforte
 and 
@montanastate
So  when students & researchers show you how climate change threatens Montana's agriculture  do you tune out  or sing songs in your head  or just nod politely while ignoring them?

There's no evidence that you appreciate research. 
There's lots of evidence you shill for Big Oil.
1
1
18";1;post_1661
@Science_Academy;"IPCC webinar: what policy frameworks are needed to ensure a resilient and prosperous future for Australia? Following the release of the next Intergovernmental Panel on Climate Change (
@IPCC_CH
) report  join our online forum on Tues 1 March at 12pm AEDT.
science.org.au
Climate change impacts  adaptation and vulnerability – IPCC 6th
  View the event recording above.   
1
8
10";8;post_1662
@euronewsgreen;"“Meta keeps claiming it cares about climate change  but they have failed to stop the spread of misinformation about climate change on their platform ” says 
@Imi_Ahmed
.
@CCDHate
 is calling for 
@Meta
 to release data on the effectiveness of its labels. 
euronews.com
Over 50% of posts from climate change deniers not labelled on Facebook
""Meta keeps claiming it cares about climate change  but they have failed to stop the spread of misinformation about climate change on their platform.""
2
6";2;post_1663
@representus;"Walmart  Amazon  AT&T  Uber  and Citigroup have all pledged to reduce emissions and fight climate change — yet they keep donating to politicians who are actively undermining climate policies and regulations.
https://washingtonpost.com/politics/2022/02/23/top-companies-are-undermining-their-climate-pledges-with-political-donations-report-says/… 
@maxinejoselow
 w/ 
@vanessamontzz
 @washingtonpost
washingtonpost.com
Analysis | Top companies are undermining their climate pledges with political donations  report says
Some of the nation's best-known corporations are undermining their promises to slash emissions by donating significant sums to elect Republican attorneys general  who have emerged as frequent...
2
11
10";11;post_1664
@enginyigt;"A scene from a Climate Summit held in Turkey. People seems to celebrate the climate change instead of discussing it. 

Reminder: Real academicians and intellectuals are in prisons in Turkey. 
@UNFCCC
 @ClimateEnvoy
 @ClimateReality
 @ClimateGroup
 @nytclimate
Quote Tweet
Akif Koçak
@kocakiff
 · Feb 23
Konya'da düzenlenen iklim şurasından bir görüntü
Buzullar eriyor aman
Kuraklık da artıyor oh oh
Kalkın oturmaya mı geldik ohohohoh
0:05
4 564 views
1";;post_1665
@KpeibeeS;"Replying to 
@Jnwamson
 @operpetualhelp
 and 10 others
The fight against climate change is a quest for a sustainable environment and a healthy world for everyone.

Enough of pledges!  Now it is the time for everyone to take action.
1
3";1;post_1666
@Liz_Gardiner;"B.C. Ministry of Environment & Climate change: Time to stop the antlerless Whitetail deer general open season - Sign the Petition! https://chng.it/GKLn46g2 via 
@UKChange
change.org
3 932 people signed and won this petition
Time to stop the antlerless Whitetail deer general open season
3
7";3;post_1667
@enginyigt;"A scene from a Climate Summit held in Turkey. People seems to celebrate the climate change instead of discussing it. 

Reminder: Real academicians and intellectuals are in prisons in Turkey. 
@UNFCCC
 @ClimateEnvoy
 @ClimateReality
 @ClimateGroup
 @nytclimate
Quote Tweet
Akif Koçak
@kocakiff
 · Feb 23
Konya'da düzenlenen iklim şurasından bir görüntü
Buzullar eriyor aman
Kuraklık da artıyor oh oh
Kalkın oturmaya mı geldik ohohohoh
4 564 views
0:02 / 0:06
1";;post_1668
@helen;"this headline… the buzzfeedification of climate change
6
53
1 933";53;post_1669
@brihoang;"SF has such a strong history of saying no to freeways and converting roads into parks  even before the implications of climate change were so well known. it is embarrassing how much we have to fight in 2022 for just so little.
3
13
188";13;post_1670
@LeAdderNoire;"World War
Cold War
Ice Age
Ozone Layer
Global Warming
Climate Change
Covid
WWIII

What’s next on the agenda of fear as we march towards global tyranny?
68
39
293";39;post_1671
@LeAdderNoire;"When the sun engulfs the earth and renders it a cinder I’ll accept that climate change is real. Until then shove your ecoloonery and Greta worship up your hoops.
14
32
296";32;post_1672
@BougieBlackGurl;"Wars  climate change  an attempted coup  income inequality  and a pandemic! It feels like we lived through 200 years of world history in two years.
3
44
132";44;post_1673
@careisthekey;"Just wait till the climate change campaign really gets going.
3
13
29";13;post_1674
@shoebil57672266;"Is it only me or do others believe the only nations on the ascendancy are those that don’t pray at the alter of climate change #auspol
2
9
29";9;post_1675
@JamesBradleyCA;"Hey MSM  nevermind #RussiaUkraineWar  what happened to climate change  white supremacy and the pandemic?
3
13
62";13;post_1676
@MTabarrok;"This makes me very sad.
If nuclear had kept on its growth path the world would be so different now. No climate change worries  cheaper faster shipping and energy and much more. Seems far away now.
Quote Tweet
Brian Potter
@_brianpotter
 · Feb 24
Reading a book on shipbuilding published in 1960  apparently at the time folks thought that nuclear-powered ships might become commonplace  and the industry was gearing up to build them:
Show this thread
16
74";16;post_1677
@nickgillespie;"OK  this is the worst take so far today and it's by 
@JohnKerry
  who hopes that fears of climate change will snap Putin into withdrawing from Ukraine.
From 
MEMRI
43
73
264";73;post_1678
@DeeTwoCents;"US: Attacks on trans youth in TX. Don't say gay in FL. Trump being let off the hook in NY? & DOJ? Republicans praising Putin. Police. Voting.
 
Europe: Russians wages war

Africa: War raging in Ethiopia 

World: Pandemic and Climate Change

I can't focus. I feel insane. #WokeAF
11
20
144";20;post_1679
@Sheltieman3;"Let's see if I have this right. Biden shuts down XL pipeline  stops leases on drilling. We are buying millions of barrels of oil from Russia. Prices are going up. 
No fossil fuels for the US because we have to stop the climate change that China  Russia  and India ignore.
Hmmm?
6
7
42";7;post_1680
